id,Rings
90615,9.093233855138285
90616,9.835777755909561
90617,10.229254611432294
90618,10.21949501422626
90619,7.704621832201669
90620,9.465759304423171
90621,12.023524297800481
90622,6.053022842635346
90623,7.871964891302136
90624,11.29675038192898
90625,11.508209718886672
90626,6.203991042248132
90627,10.524812330769906
90628,13.017687456134798
90629,7.6880746635410055
90630,7.704553320568358
90631,12.171272437880008
90632,5.727379689954808
90633,11.028288877921065
90634,10.504304208185971
90635,5.979195338495601
90636,7.403990534097957
90637,9.758655320452815
90638,8.615529874707201
90639,10.00360265380198
90640,10.724251202905958
90641,8.19257559341771
90642,10.201141531194583
90643,5.42635975513569
90644,10.865109294586937
90645,9.41647850697157
90646,9.071667951086509
90647,11.362251931111334
90648,12.621252139261975
90649,13.327621539459578
90650,10.744266017505119
90651,9.485137063982709
90652,9.175033568752827
90653,12.684479302176676
90654,6.320017208774128
90655,8.113451563453431
90656,10.306761830740488
90657,8.327488313109495
90658,6.656751098738043
90659,9.727814520417715
90660,7.182140578425386
90661,7.965316194950434
90662,6.951456243211329
90663,10.356612139969696
90664,7.803591454858729
90665,14.080419576579308
90666,8.962857284735884
90667,5.566707056764169
90668,10.288643058379456
90669,9.530216700807054
90670,9.63061262319864
90671,10.531395939678832
90672,8.828660208359363
90673,12.830371298150492
90674,7.574664656126366
90675,5.369059197712385
90676,11.252038213082184
90677,10.580973007612819
90678,4.237605552406409
90679,9.081100686941404
90680,10.15972575407194
90681,10.277525638101578
90682,12.783319852872083
90683,9.694002555348627
90684,11.737061796802392
90685,10.442878458170068
90686,7.018692937547458
90687,10.67012072323842
90688,9.19927555663362
90689,10.491947611324559
90690,20.455488349321417
90691,8.417545613910482
90692,10.928276524755514
90693,12.063583996404072
90694,9.368313040312534
90695,8.909655322144483
90696,9.850399686190826
90697,7.022483665859781
90698,9.88065464389433
90699,5.276328877618945
90700,10.61777932939664
90701,10.6578792004705
90702,10.061740750011115
90703,12.194738950085
90704,4.98852055707165
90705,10.929582511146787
90706,11.213660251321544
90707,6.006288228976567
90708,8.610101037905784
90709,9.593133823137274
90710,9.986382170941111
90711,9.304720123227842
90712,9.15102849427758
90713,15.214526480819238
90714,6.970624636554434
90715,8.242547801931533
90716,6.199386422970461
90717,9.566051687325169
90718,4.516439452601275
90719,5.7057958897149454
90720,10.662549456613364
90721,9.203735148641984
90722,9.00737071376269
90723,8.115892109990531
90724,10.246125221609582
90725,6.815532394366522
90726,8.010599461800693
90727,8.681758702605306
90728,10.054143928571577
90729,10.72038762003129
90730,10.40973322356747
90731,5.614809226274429
90732,7.800489791520702
90733,11.1838787533607
90734,8.59546245098057
90735,7.758385212285253
90736,7.625463024609857
90737,5.825401442680013
90738,6.654545196646025
90739,14.906107844028968
90740,10.497652720194921
90741,5.483794565042343
90742,9.421931343556995
90743,12.440035317037097
90744,7.168716100080271
90745,8.167139760455862
90746,8.237834355354687
90747,4.439998087803265
90748,12.179053399489058
90749,9.4638795376464
90750,4.337045995982557
90751,7.047732137603942
90752,8.450574905767597
90753,7.5222731588268115
90754,8.98002731637323
90755,8.953150981224045
90756,8.61136993335133
90757,11.468843431875078
90758,8.632629364437873
90759,7.630801633770037
90760,8.266765095466567
90761,9.915455075166225
90762,9.351795951687743
90763,8.282142263813808
90764,12.720880148644724
90765,12.137673885103494
90766,7.03321754493815
90767,14.278241727836724
90768,12.783874852888452
90769,6.186435326091269
90770,11.712219985416928
90771,10.733384674711866
90772,5.532743965934621
90773,7.717644374454739
90774,7.280966111119749
90775,9.722459100979211
90776,7.383758026924944
90777,11.054740996324552
90778,10.68004562039996
90779,10.081743913486388
90780,10.91564567328916
90781,10.870945971894642
90782,7.777893962477032
90783,11.283266791041772
90784,6.874548636816095
90785,8.121534958716582
90786,6.029621334747062
90787,9.13371362127158
90788,3.9339065694469113
90789,11.06817999278829
90790,9.059199410973255
90791,6.607595976334553
90792,6.644809305024268
90793,6.530710058773539
90794,5.6509132292617235
90795,11.330368459870408
90796,10.80826205990985
90797,10.524963831319434
90798,11.172138284027271
90799,7.618172798826087
90800,14.809484738132422
90801,10.883359344527276
90802,7.027284791638632
90803,10.914490324855365
90804,18.28502994691204
90805,10.387363331207773
90806,9.126911496199487
90807,10.037195509558408
90808,9.867681835862918
90809,11.940198459919825
90810,9.482384426364733
90811,9.347913777707499
90812,5.675075710525934
90813,10.088725089683665
90814,7.094447138449848
90815,7.354848293824247
90816,5.513591201456447
90817,10.45511814302392
90818,9.365936540965734
90819,7.137922593884989
90820,6.8780097131788205
90821,9.03828580594322
90822,6.995766929351414
90823,5.596905883831537
90824,12.46503550906911
90825,8.077185076166012
90826,5.441782145458773
90827,4.374028506790738
90828,10.85637874969443
90829,11.779163150008813
90830,9.724464649248002
90831,8.485842320851416
90832,8.991437166545111
90833,11.448199906404366
90834,10.462411381045014
90835,9.459459625145866
90836,8.693453184168968
90837,5.254302768522501
90838,11.789129193441624
90839,8.341791864236692
90840,9.377150974039107
90841,10.763421045042232
90842,12.685799301383353
90843,11.21993598903022
90844,13.111715610926867
90845,10.348581680259628
90846,11.632267992951224
90847,6.811299402598743
90848,10.172871462797948
90849,9.782346898527242
90850,8.725720874727442
90851,13.493338406812384
90852,6.223346951763287
90853,11.295406041328373
90854,11.723488083118758
90855,7.149820677284799
90856,8.802900927039454
90857,11.103371076188287
90858,11.607636562872244
90859,10.63599585487936
90860,12.047139135217467
90861,9.918597881394462
90862,11.300767717601978
90863,8.600527677683367
90864,9.203772608152029
90865,13.786609680294584
90866,13.80934243908332
90867,12.27496045203504
90868,12.015255906352577
90869,8.478078129664235
90870,11.535061582071934
90871,11.615996609985212
90872,15.205624758029288
90873,7.794244412306833
90874,13.569316773144118
90875,8.576621305245864
90876,10.666611614529765
90877,8.908659514675731
90878,7.890580720464003
90879,9.249087403788826
90880,8.393607316615567
90881,11.90109732306844
90882,10.44346720580307
90883,11.142243265915479
90884,12.190657594183037
90885,10.823003089317288
90886,12.318895374723512
90887,5.428631117146285
90888,9.237125858979656
90889,12.703991626031094
90890,10.393458617401047
90891,11.313843386334963
90892,10.114598750450124
90893,4.494006843609752
90894,10.47369409811434
90895,11.52385505211643
90896,6.355812140920679
90897,5.441763734229066
90898,5.845109523136651
90899,13.173320792136394
90900,10.91023047479818
90901,10.948857097143042
90902,8.863382414911069
90903,6.7779446109354415
90904,6.889277630372731
90905,7.599408325161601
90906,7.549115009508281
90907,11.437510501303477
90908,4.328675354547675
90909,13.871267985291075
90910,9.684551361661558
90911,7.482669929632914
90912,15.209634803330136
90913,9.105241876000933
90914,9.25646388964008
90915,6.9488003457920025
90916,9.411590033559692
90917,11.713213154235262
90918,7.662869564786542
90919,8.264643873981292
90920,11.30983927050751
90921,6.68094932821799
90922,7.952468029479602
90923,9.694532118061563
90924,9.971071192405896
90925,10.776296822746183
90926,10.546489579318017
90927,10.516589718069337
90928,11.935868198545585
90929,12.682612322428744
90930,10.567330363337518
90931,11.104329594982149
90932,12.641901014877929
90933,11.747852096898225
90934,13.911078267792535
90935,8.601219358588029
90936,10.384643255118378
90937,11.601958529646579
90938,9.051812473882611
90939,9.195367054214874
90940,8.24363112010983
90941,7.281437098971162
90942,5.169412048199371
90943,12.585791013534715
90944,6.803058801254314
90945,9.394161735863003
90946,9.387881638031566
90947,10.437884875928074
90948,11.120492569769914
90949,11.941628145449485
90950,10.872646507977336
90951,10.169789919343481
90952,8.391972975821732
90953,7.176367637124864
90954,10.278414430468548
90955,8.551269442577958
90956,7.7913583408864096
90957,10.448183489967615
90958,3.832340186327391
90959,7.4967811587542865
90960,11.824194700037562
90961,6.744359102940805
90962,10.826247416095091
90963,5.432965573119545
90964,12.375178126102897
90965,6.351551530138354
90966,10.883703110153457
90967,9.613742445010399
